Zeit	Kanal A	Kanal B
-9.90061127	-0.10803550	-0.04913480
-9.89927727	-0.10803550	-0.04913480
-9.89794327	0.07080294	-0.04913480
-9.89660927	-0.10803550	-0.13794370
-9.89527527	-0.10803550	-0.04913480
-9.89394127	-0.10803550	-0.04913480
-9.89260727	-0.10803550	0.03936888
-9.89127327	0.07080294	-0.04913480
-9.88993927	0.07080294	-0.04913480
-9.88860527	-0.10803550	-0.04913480
-9.88727127	0.07080294	-0.04913480
-9.88593727	-0.10803550	-0.04913480
-9.88460327	0.07080294	-0.04913480
-9.88326927	0.07080294	0.03936888
-9.88193527	0.07080294	-0.04913480
-9.88060127	0.07080294	-0.04913480
-9.87926727	-0.10803550	-0.04913480
-9.87793327	0.07080294	-0.13794370
-9.87659927	-0.10803550	0.03936888
-9.87526527	0.07080294	-0.04913480
-9.87393127	-0.10803550	-0.04913480
-9.87259727	-0.10803550	-0.04913480
-9.87126327	0.07080294	-0.04913480
-9.86992927	0.07080294	0.03936888
-9.86859527	-0.10803550	-0.04913480
-9.86726127	0.07080294	-0.04913480
-9.86592727	-0.10803550	-0.04913480
-9.86459327	0.07080294	-0.04913480
-9.86325927	0.07080294	-0.04913480
-9.86192527	0.07080294	0.03936888
-9.86059127	-0.10803550	-0.04913480
-9.85925727	-0.10803550	-0.04913480
-9.85792327	0.07080294	0.03936888
-9.85658927	-0.10803550	0.03936888
-9.85525527	0.07080294	0.03936888
-9.85392127	-0.10803550	-0.04913480
-9.85258727	-0.10803550	0.03936888
-9.85125327	-0.10803550	0.03936888
-9.84991927	-0.10803550	0.03936888
-9.84858527	0.07080294	-0.04913480
-9.84725127	0.07080294	-0.04913480
-9.84591727	0.07080294	-0.04913480
-9.84458327	0.07080294	-0.04913480
-9.84324927	0.07080294	-0.04913480
-9.84191527	0.07080294	-0.04913480
-9.84058127	0.07080294	-0.04913480
-9.83924727	-0.10803550	-0.04913480
-9.83791327	-0.10803550	-0.04913480
-9.83657927	0.07080294	-0.04913480
-9.83524527	-0.10803550	-0.04913480
-9.83391127	-0.10803550	0.03936888
-9.83257727	-0.10803550	-0.04913480
-9.83124327	-0.10803550	-0.04913480
-9.82990927	-0.10803550	-0.04913480
-9.82857527	0.07080294	-0.04913480
-9.82724127	-0.10803550	-0.04913480
-9.82590727	-0.10803550	-0.04913480
-9.82457327	0.07080294	0.03936888
-9.82323927	-0.10803550	-0.04913480
-9.82190527	0.07080294	-0.04913480
-9.82057127	-0.10803550	-0.04913480
-9.81923727	-0.10803550	-0.04913480
-9.81790327	-0.10803550	0.03936888
-9.81656927	0.07080294	-0.04913480
-9.81523527	-0.10803550	-0.04913480
-9.81390127	0.07080294	-0.04913480
-9.81256727	0.07080294	0.03936888
-9.81123327	-0.10803550	-0.04913480
-9.80989927	-0.10803550	-0.04913480
-9.80856527	0.07080294	-0.04913480
-9.80723127	0.07080294	0.03936888
-9.80589727	-0.10803550	-0.04913480
-9.80456327	-0.10803550	0.03936888
-9.80322927	-0.10803550	-0.04913480
-9.80189527	-0.10803550	-0.04913480
-9.80056127	0.07080294	-0.04913480
-9.79922727	-0.10803550	-0.04913480
-9.79789327	0.07080294	0.03936888
-9.79655927	0.07080294	0.03936888
-9.79522527	0.07080294	-0.04913480
-9.79389127	0.07080294	0.03936888
-9.79255727	0.07080294	-0.04913480
-9.79122327	-0.10803550	-0.13794370
-9.78988927	0.07080294	0.03936888
-9.78855527	0.07080294	-0.04913480
-9.78722127	0.07080294	0.03936888
-9.78588727	-0.10803550	-0.04913480
-9.78455327	-0.10803550	-0.04913480
-9.78321927	0.07080294	0.03936888
-9.78188527	-0.10803550	-0.04913480
-9.78055127	0.07080294	0.03936888
-9.77921727	0.07080294	-0.04913480
-9.77788327	0.07080294	-0.04913480
-9.77654927	0.07080294	-0.13794370
-9.77521527	0.07080294	-0.04913480
-9.77388127	0.07080294	0.03936888
-9.77254727	-0.10803550	0.03936888
-9.77121327	-0.10803550	0.03936888
-9.76987927	0.07080294	-0.04913480
-9.76854527	0.07080294	0.03936888
-9.76721127	-0.10803550	-0.04913480
-9.76587727	-0.10803550	-0.04913480
-9.76454327	0.07080294	0.03936888
-9.76320927	0.07080294	0.03936888
-9.76187527	-0.10803550	0.03936888
-9.76054127	0.07080294	-0.04913480
-9.75920727	0.07080294	0.03936888
-9.75787327	0.07080294	-0.04913480
-9.75653927	-0.10803550	0.03936888
-9.75520527	0.07080294	0.03936888
-9.75387127	0.07080294	0.03936888
-9.75253727	-0.10803550	-0.04913480
-9.75120327	-0.10803550	-0.04913480
-9.74986927	0.07080294	0.03936888
-9.74853527	0.07080294	-0.13794370
-9.74720127	-0.10803550	-0.04913480
-9.74586727	0.07080294	0.03936888
-9.74453327	-0.10803550	-0.04913480
-9.74319927	0.07080294	-0.04913480
-9.74186527	0.07080294	-0.04913480
-9.74053127	0.07080294	-0.04913480
-9.73919727	0.07080294	-0.04913480
-9.73786327	-0.10803550	0.03936888
-9.73652927	-0.10803550	0.03936888
-9.73519527	0.07080294	-0.04913480
-9.73386127	0.07080294	0.03936888
-9.73252727	0.07080294	-0.04913480
-9.73119327	-0.10803550	-0.04913480
-9.72985927	0.07080294	0.03936888
-9.72852527	0.07080294	-0.04913480
-9.72719127	-0.10803550	-0.04913480
-9.72585727	-0.10803550	-0.04913480
-9.72452327	-0.10803550	-0.13794370
-9.72318927	0.07080294	-0.04913480
-9.72185527	-0.10803550	-0.04913480
-9.72052127	0.07080294	0.03936888
-9.71918727	-0.10803550	-0.04913480
-9.71785327	0.07080294	-0.04913480
-9.71651927	-0.10803550	0.03936888
-9.71518527	-0.10803550	0.03936888
-9.71385127	-0.10803550	0.03936888
-9.71251727	-0.10803550	-0.04913480
-9.71118327	-0.10803550	-0.04913480
-9.70984927	-0.10803550	-0.04913480
-9.70851527	-0.10803550	-0.04913480
-9.70718127	0.07080294	-0.04913480
-9.70584727	-0.10803550	0.03936888
-9.70451327	0.07080294	-0.04913480
-9.70317927	-0.10803550	0.03936888
-9.70184527	-0.10803550	-0.04913480
-9.70051127	-0.10803550	0.03936888
-9.69917727	0.07080294	-0.04913480
-9.69784327	-0.10803550	-0.04913480
-9.69650927	0.07080294	0.03936888
-9.69517527	0.07080294	-0.04913480
-9.69384127	-0.10803550	0.03936888
-9.69250727	0.07080294	0.03936888
-9.69117327	-0.10803550	-0.04913480
-9.68983927	0.07080294	-0.04913480
-9.68850527	0.07080294	-0.04913480
-9.68717127	-0.10803550	-0.04913480
-9.68583727	0.07080294	0.03936888
-9.68450327	-0.10803550	-0.04913480
-9.68316927	0.07080294	-0.04913480
-9.68183527	0.07080294	-0.04913480
-9.68050127	-0.10803550	0.03936888
-9.67916727	-0.10803550	0.03936888
-9.67783327	-0.10803550	0.03936888
-9.67649927	-0.10803550	0.03936888
-9.67516527	0.07080294	-0.04913480
-9.67383127	-0.10803550	0.03936888
-9.67249727	-0.10803550	0.03936888
-9.67116327	0.07080294	-0.04913480
-9.66982927	0.07080294	0.03936888
-9.66849527	0.07080294	-0.04913480
-9.66716127	-0.10803550	0.03936888
-9.66582727	-0.10803550	0.03936888
-9.66449327	0.07080294	0.03936888
-9.66315927	-0.10803550	-0.04913480
-9.66182527	-0.10803550	-0.04913480
-9.66049127	-0.10803550	-0.04913480
-9.65915727	-0.10803550	0.03936888
-9.65782327	-0.10803550	-0.04913480
-9.65648927	-0.10803550	0.03936888
-9.65515527	0.07080294	-0.04913480
-9.65382127	-0.10803550	0.03936888
-9.65248727	-0.10803550	-0.04913480
-9.65115327	0.07080294	0.03936888
-9.64981927	-0.10803550	-0.04913480
-9.64848527	-0.10803550	0.03936888
-9.64715127	-0.10803550	-0.04913480
-9.64581727	0.07080294	-0.04913480
-9.64448327	-0.10803550	-0.04913480
-9.64314927	-0.10803550	0.03936888
-9.64181527	0.07080294	-0.04913480
-9.64048127	0.07080294	-0.04913480
-9.63914727	0.07080294	-0.04913480
-9.63781327	0.07080294	-0.04913480
-9.63647927	-0.10803550	-0.04913480
-9.63514527	0.07080294	-0.04913480
-9.63381127	0.07080294	-0.04913480
-9.63247727	-0.10803550	0.03936888
-9.63114327	-0.10803550	0.03936888
-9.62980927	0.07080294	-0.04913480
-9.62847527	0.07080294	0.03936888
-9.62714127	0.07080294	-0.04913480
-9.62580727	0.07080294	-0.04913480
-9.62447327	0.07080294	0.03936888
-9.62313927	0.07080294	-0.04913480
-9.62180527	-0.10803550	0.03936888
-9.62047127	0.07080294	0.03936888
-9.61913727	-0.10803550	0.03936888
-9.61780327	-0.10803550	-0.04913480
-9.61646927	0.07080294	-0.04913480
-9.61513527	0.07080294	-0.04913480
-9.61380127	0.07080294	-0.04913480
-9.61246727	-0.10803550	-0.04913480
-9.61113327	-0.10803550	-0.04913480
-9.60979927	-0.10803550	-0.13794370
-9.60846527	-0.10803550	-0.13794370
-9.60713127	0.07080294	-0.04913480
-9.60579727	0.07080294	-0.04913480
-9.60446327	-0.10803550	0.03936888
-9.60312927	0.07080294	0.03936888
-9.60179527	-0.10803550	0.03936888
-9.60046127	-0.10803550	-0.04913480
-9.59912727	0.07080294	-0.04913480
-9.59779327	-0.10803550	-0.04913480
-9.59645927	-0.10803550	-0.04913480
-9.59512527	-0.10803550	-0.04913480
-9.59379127	-0.10803550	-0.04913480
-9.59245727	0.07080294	-0.04913480
-9.59112327	-0.10803550	0.03936888
-9.58978927	-0.10803550	-0.04913480
-9.58845527	-0.10803550	0.03936888
-9.58712127	-0.10803550	-0.04913480
-9.58578727	-0.10803550	-0.04913480
-9.58445327	0.07080294	-0.13794370
-9.58311927	0.07080294	-0.04913480
-9.58178527	0.07080294	-0.04913480
-9.58045127	0.07080294	-0.04913480
-9.57911727	0.07080294	-0.04913480
-9.57778327	0.07080294	0.03936888
-9.57644927	0.07080294	-0.04913480
-9.57511527	0.07080294	0.03936888
-9.57378127	0.07080294	-0.04913480
-9.57244727	-0.10803550	-0.04913480
-9.57111327	-0.10803550	-0.04913480
-9.56977927	0.07080294	-0.04913480
-9.56844527	-0.10803550	0.03936888
-9.56711127	0.07080294	-0.04913480
-9.56577727	0.07080294	0.03936888
-9.56444327	-0.10803550	-0.04913480
-9.56310927	-0.10803550	-0.04913480
-9.56177527	0.07080294	-0.04913480
-9.56044127	0.07080294	0.03936888
-9.55910727	0.07080294	-0.04913480
-9.55777327	-0.10803550	-0.04913480
-9.55643927	-0.10803550	-0.13794370
-9.55510527	-0.10803550	-0.04913480
-9.55377127	-0.10803550	-0.04913480
-9.55243727	0.07080294	-0.04913480
-9.55110327	-0.10803550	0.03936888
-9.54976927	-0.10803550	-0.04913480
-9.54843527	-0.10803550	-0.04913480
-9.54710127	-0.10803550	-0.04913480
-9.54576727	0.07080294	0.03936888
-9.54443327	-0.10803550	-0.04913480
-9.54309927	0.07080294	0.03936888
-9.54176527	-0.10803550	0.03936888
-9.54043127	0.07080294	0.03936888
-9.53909727	-0.10803550	0.03936888
-9.53776327	0.07080294	-0.04913480
-9.53642927	0.07080294	-0.04913480
-9.53509527	0.07080294	-0.04913480
-9.53376127	-0.10803550	0.03936888
-9.53242727	-0.10803550	-0.04913480
-9.53109327	0.07080294	0.03936888
-9.52975927	-0.10803550	-0.04913480
-9.52842527	-0.10803550	-0.04913480
-9.52709127	-0.10803550	0.03936888
-9.52575727	-0.10803550	-0.04913480
-9.52442327	0.07080294	-0.04913480
-9.52308927	0.07080294	-0.04913480
-9.52175527	0.07080294	-0.04913480
-9.52042127	0.07080294	0.03936888
-9.51908727	-0.10803550	0.03936888
-9.51775327	-0.10803550	-0.04913480
-9.51641927	0.07080294	-0.04913480
-9.51508527	0.07080294	-0.04913480
-9.51375127	-0.10803550	-0.04913480
-9.51241727	-0.10803550	0.03936888
-9.51108327	0.07080294	-0.04913480
-9.50974927	0.07080294	-0.04913480
-9.50841527	0.07080294	-0.04913480
-9.50708127	-0.10803550	-0.04913480
-9.50574727	-0.10803550	0.03936888
-9.50441327	0.07080294	-0.04913480
-9.50307927	-0.10803550	-0.04913480
-9.50174527	-0.10803550	-0.04913480
-9.50041127	0.07080294	-0.13794370
-9.49907727	-0.10803550	-0.04913480
-9.49774327	0.07080294	-0.04913480
-9.49640927	0.07080294	-0.04913480
-9.49507527	0.07080294	-0.04913480
-9.49374127	-0.10803550	-0.04913480
-9.49240727	-0.10803550	0.03936888
-9.49107327	0.07080294	-0.04913480
-9.48973927	-0.10803550	0.03936888
-9.48840527	-0.10803550	0.03936888
-9.48707127	-0.10803550	-0.04913480
-9.48573727	-0.10803550	-0.04913480
-9.48440327	0.07080294	-0.04913480
-9.48306927	0.07080294	-0.04913480
-9.48173527	-0.10803550	-0.13794370
-9.48040127	0.07080294	-0.13794370
-9.47906727	0.07080294	-0.04913480
-9.47773327	-0.10803550	-0.04913480
-9.47639927	-0.10803550	-0.04913480
-9.47506527	-0.10803550	-0.04913480
-9.47373127	-0.10803550	0.03936888
-9.47239727	-0.10803550	-0.13794370
-9.47106327	0.07080294	-0.04913480
-9.46972927	0.07080294	-0.04913480
-9.46839527	-0.10803550	-0.13794370
-9.46706127	-0.10803550	-0.04913480
-9.46572727	0.07080294	0.03936888
-9.46439327	-0.10803550	0.03936888
-9.46305927	-0.10803550	-0.04913480
-9.46172527	-0.10803550	-0.04913480
-9.46039126	0.07080294	-0.04913480
-9.45905726	-0.10803550	-0.04913480
-9.45772326	0.07080294	-0.04913480
-9.45638926	0.07080294	-0.04913480
-9.45505526	0.07080294	-0.04913480
-9.45372126	-0.10803550	-0.04913480
-9.45238726	0.07080294	-0.04913480
-9.45105326	-0.10803550	0.03936888
-9.44971926	-0.10803550	-0.13794370
-9.44838526	-0.10803550	-0.04913480
-9.44705126	0.07080294	-0.04913480
-9.44571726	-0.10803550	-0.04913480
-9.44438326	-0.10803550	0.03936888
-9.44304926	0.07080294	-0.04913480
-9.44171526	-0.10803550	-0.04913480
-9.44038126	-0.10803550	0.03936888
-9.43904726	-0.10803550	-0.04913480
-9.43771326	-0.10803550	-0.04913480
-9.43637926	0.07080294	0.03936888
-9.43504526	-0.10803550	-0.04913480
-9.43371126	0.07080294	0.03936888
-9.43237726	-0.10803550	-0.04913480
-9.43104326	0.07080294	-0.04913480
-9.42970926	0.07080294	-0.04913480
-9.42837526	-0.10803550	-0.04913480
-9.42704126	0.07080294	-0.04913480
-9.42570726	-0.10803550	-0.04913480
-9.42437326	-0.10803550	0.03936888
-9.42303926	0.07080294	-0.04913480
-9.42170526	-0.10803550	-0.04913480
-9.42037126	0.07080294	0.03936888
-9.41903726	0.07080294	-0.04913480
-9.41770326	0.07080294	-0.04913480
-9.41636926	-0.10803550	0.03936888
-9.41503526	-0.10803550	-0.04913480
-9.41370126	0.07080294	-0.04913480
-9.41236726	0.07080294	-0.04913480
-9.41103326	-0.10803550	0.03936888
-9.40969926	0.07080294	0.03936888
-9.40836526	0.07080294	-0.04913480
-9.40703126	-0.10803550	-0.04913480
-9.40569726	-0.10803550	-0.04913480
-9.40436326	0.07080294	-0.13794370
-9.40302926	-0.10803550	-0.04913480
-9.40169526	-0.10803550	0.03936888
-9.40036126	0.07080294	-0.04913480
-9.39902726	-0.10803550	-0.04913480
-9.39769326	0.07080294	-0.04913480
-9.39635926	0.07080294	-0.04913480
-9.39502526	-0.10803550	-0.04913480
-9.39369126	0.07080294	-0.04913480
-9.39235726	0.07080294	0.03936888
-9.39102326	-0.10803550	0.03936888
-9.38968926	0.07080294	-0.04913480
-9.38835526	0.07080294	0.03936888
-9.38702126	-0.10803550	-0.04913480
-9.38568726	-0.10803550	-0.04913480
-9.38435326	-0.10803550	0.03936888
-9.38301926	0.07080294	-0.04913480
-9.38168526	-0.10803550	0.03936888
-9.38035126	-0.10803550	-0.04913480
-9.37901726	0.07080294	-0.04913480
-9.37768326	0.07080294	-0.04913480
-9.37634926	0.07080294	0.03936888
-9.37501526	0.07080294	0.03936888
-9.37368126	-0.10803550	-0.04913480
-9.37234726	-0.10803550	-0.04913480
-9.37101326	-0.10803550	-0.04913480
-9.36967926	-0.10803550	-0.13794370
-9.36834526	-0.10803550	-0.04913480
-9.36701126	-0.10803550	-0.04913480
-9.36567726	0.07080294	0.03936888
-9.36434326	-0.10803550	0.03936888
-9.36300926	0.07080294	0.03936888
-9.36167526	0.07080294	-0.04913480
-9.36034126	0.07080294	-0.04913480
-9.35900726	-0.10803550	-0.04913480
-9.35767326	-0.10803550	-0.04913480
-9.35633926	0.07080294	-0.04913480
-9.35500526	0.07080294	-0.04913480
-9.35367126	-0.10803550	0.03936888
-9.35233726	-0.10803550	-0.04913480
-9.35100326	-0.10803550	-0.13794370
-9.34966926	0.07080294	-0.04913480
-9.34833526	-0.10803550	-0.04913480
-9.34700126	0.07080294	0.03936888
-9.34566726	-0.10803550	0.03936888
-9.34433326	0.07080294	-0.04913480
-9.34299926	0.07080294	-0.04913480
-9.34166526	-0.10803550	0.03936888
-9.34033126	-0.10803550	-0.04913480
-9.33899726	-0.10803550	-0.13794370
-9.33766326	0.07080294	-0.04913480
-9.33632926	0.07080294	-0.04913480
-9.33499526	0.07080294	0.03936888
-9.33366126	-0.10803550	0.03936888
-9.33232726	-0.10803550	-0.04913480
-9.33099326	0.07080294	-0.04913480
-9.32965926	0.07080294	-0.04913480
-9.32832526	-0.10803550	-0.13794370
-9.32699126	0.07080294	0.03936888
-9.32565726	0.07080294	-0.04913480
-9.32432326	0.07080294	-0.04913480
-9.32298926	-0.10803550	-0.04913480
-9.32165526	0.07080294	0.03936888
-9.32032126	0.07080294	-0.04913480
-9.31898726	-0.10803550	-0.04913480
-9.31765326	-0.10803550	0.03936888
-9.31631926	-0.10803550	-0.04913480
-9.31498526	0.07080294	-0.04913480
-9.31365126	-0.10803550	-0.04913480
-9.31231726	0.07080294	0.03936888
-9.31098326	-0.10803550	-0.13794370
-9.30964926	-0.10803550	-0.04913480
-9.30831526	0.07080294	-0.04913480
-9.30698126	-0.10803550	-0.04913480
-9.30564726	0.07080294	-0.04913480
-9.30431326	0.07080294	-0.04913480
-9.30297926	-0.10803550	0.03936888
-9.30164526	-0.10803550	0.03936888
-9.30031126	-0.10803550	-0.04913480
-9.29897726	-0.10803550	0.03936888
-9.29764326	0.07080294	0.03936888
-9.29630926	-0.10803550	0.03936888
-9.29497526	0.07080294	-0.04913480
-9.29364126	-0.10803550	-0.04913480
-9.29230726	0.07080294	-0.04913480
-9.29097326	-0.10803550	-0.04913480
-9.28963926	0.07080294	-0.04913480
-9.28830526	-0.10803550	-0.04913480
-9.28697126	0.07080294	-0.04913480
-9.28563726	0.07080294	-0.04913480
-9.28430326	-0.10803550	-0.04913480
-9.28296926	0.07080294	-0.04913480
-9.28163526	0.07080294	-0.04913480
-9.28030126	-0.10803550	0.03936888
-9.27896726	-0.10803550	-0.04913480
-9.27763326	-0.10803550	-0.04913480
-9.27629926	-0.10803550	-0.04913480
-9.27496526	-0.10803550	0.03936888
-9.27363126	-0.10803550	-0.04913480
-9.27229726	-0.10803550	-0.04913480
-9.27096326	0.07080294	-0.04913480
-9.26962926	-0.10803550	-0.04913480
-9.26829526	-0.10803550	-0.04913480
-9.26696126	-0.10803550	-0.04913480
-9.26562726	-0.10803550	-0.04913480
-9.26429326	0.07080294	-0.04913480
-9.26295926	-0.10803550	0.03936888
-9.26162526	0.07080294	0.03936888
-9.26029126	0.07080294	-0.04913480
-9.25895726	0.07080294	-0.04913480
-9.25762326	0.07080294	-0.04913480
-9.25628926	0.07080294	0.03936888
-9.25495526	-0.10803550	-0.04913480
-9.25362126	0.07080294	-0.04913480
-9.25228726	0.07080294	0.03936888
-9.25095326	0.07080294	0.03936888
-9.24961926	0.07080294	-0.04913480
-9.24828526	-0.10803550	-0.04913480
-9.24695126	0.07080294	0.03936888
-9.24561726	-0.10803550	-0.04913480
-9.24428326	-0.10803550	-0.04913480
-9.24294926	-0.10803550	-0.04913480
-9.24161526	0.07080294	-0.04913480
-9.24028126	0.07080294	0.03936888
-9.23894726	-0.10803550	-0.13794370
-9.23761326	0.07080294	-0.04913480
-9.23627926	0.07080294	0.03936888
-9.23494526	-0.10803550	-0.04913480
-9.23361126	0.07080294	-0.13794370
-9.23227726	0.07080294	-0.04913480
-9.23094326	0.07080294	-0.04913480
-9.22960926	-0.10803550	-0.04913480
-9.22827526	-0.10803550	0.03936888
-9.22694126	0.07080294	-0.04913480
-9.22560726	0.07080294	0.03936888
-9.22427326	0.07080294	0.03936888
-9.22293926	-0.10803550	-0.04913480
-9.22160526	0.07080294	-0.04913480
-9.22027126	0.07080294	-0.04913480
-9.21893726	-0.10803550	0.03936888
-9.21760326	0.07080294	-0.04913480
-9.21626926	-0.10803550	-0.04913480
-9.21493526	-0.10803550	0.03936888
-9.21360126	-0.10803550	-0.04913480
-9.21226726	-0.10803550	-0.04913480
-9.21093326	0.07080294	0.03936888
-9.20959926	0.07080294	-0.04913480
-9.20826526	-0.10803550	-0.04913480
-9.20693126	0.07080294	0.03936888
-9.20559726	0.07080294	-0.04913480
-9.20426326	0.07080294	0.03936888
-9.20292926	0.07080294	0.03936888
-9.20159526	0.07080294	-0.04913480
-9.20026126	0.07080294	0.03936888
-9.19892726	-0.10803550	-0.04913480
-9.19759326	-0.10803550	-0.04913480
-9.19625926	0.07080294	-0.04913480
-9.19492526	0.07080294	-0.04913480
-9.19359126	-0.10803550	-0.04913480
-9.19225726	0.07080294	0.03936888
-9.19092326	0.07080294	0.03936888
-9.18958926	-0.10803550	-0.04913480
-9.18825526	0.07080294	-0.04913480
-9.18692126	0.07080294	0.03936888
-9.18558726	0.07080294	-0.04913480
-9.18425326	-0.10803550	-0.04913480
-9.18291926	-0.10803550	-0.04913480
-9.18158526	0.07080294	-0.04913480
-9.18025126	-0.10803550	-0.04913480
-9.17891726	-0.10803550	-0.04913480
-9.17758326	-0.10803550	-0.04913480
-9.17624926	0.07080294	0.03936888
-9.17491526	0.07080294	-0.04913480
-9.17358126	-0.10803550	-0.04913480
-9.17224726	0.07080294	-0.04913480
-9.17091326	-0.10803550	-0.04913480
-9.16957926	0.07080294	0.03936888
-9.16824526	0.07080294	0.03936888
-9.16691126	0.07080294	0.03936888
-9.16557726	-0.10803550	0.03936888
-9.16424326	-0.10803550	-0.04913480
-9.16290926	0.07080294	-0.04913480
-9.16157526	-0.10803550	-0.04913480
-9.16024126	-0.10803550	-0.04913480
-9.15890726	0.07080294	-0.04913480
-9.15757326	-0.10803550	-0.13794370
-9.15623926	0.07080294	0.03936888
-9.15490526	0.07080294	0.03936888
-9.15357126	-0.10803550	0.03936888
-9.15223726	0.07080294	-0.04913480
-9.15090326	0.07080294	-0.04913480
-9.14956926	-0.10803550	-0.04913480
-9.14823526	0.07080294	-0.04913480
-9.14690126	-0.10803550	-0.04913480
-9.14556726	-0.10803550	-0.04913480
-9.14423326	-0.10803550	-0.04913480
-9.14289926	0.07080294	0.03936888
-9.14156526	0.07080294	-0.04913480
-9.14023126	-0.10803550	0.03936888
-9.13889726	0.07080294	0.03936888
-9.13756326	0.07080294	0.03936888
-9.13622926	-0.10803550	-0.04913480
-9.13489526	0.07080294	-0.04913480
-9.13356126	0.07080294	0.03936888
-9.13222726	-0.10803550	-0.04913480
-9.13089326	0.07080294	-0.04913480
-9.12955926	-0.10803550	-0.04913480
-9.12822526	-0.10803550	-0.04913480
-9.12689126	-0.10803550	-0.04913480
-9.12555726	-0.10803550	-0.04913480
-9.12422326	0.07080294	0.03936888
-9.12288926	0.07080294	0.03936888
-9.12155526	0.07080294	-0.04913480
-9.12022126	-0.10803550	-0.04913480
-9.11888726	0.07080294	-0.04913480
-9.11755326	0.07080294	0.03936888
-9.11621926	0.07080294	0.03936888
-9.11488526	-0.10803550	-0.04913480
-9.11355126	-0.10803550	-0.04913480
-9.11221726	0.07080294	-0.04913480
-9.11088326	0.07080294	0.03936888
-9.10954926	0.07080294	-0.04913480
-9.10821526	-0.10803550	-0.04913480
-9.10688126	-0.10803550	0.03936888
-9.10554726	0.07080294	-0.04913480
-9.10421326	-0.10803550	-0.04913480
-9.10287926	-0.10803550	-0.04913480
-9.10154526	-0.10803550	-0.04913480
-9.10021126	-0.10803550	-0.04913480
-9.09887726	0.07080294	-0.04913480
-9.09754326	0.07080294	0.03936888
-9.09620926	0.07080294	-0.04913480
-9.09487526	-0.10803550	0.03936888
-9.09354126	0.07080294	-0.04913480
-9.09220726	-0.10803550	-0.04913480
-9.09087326	0.07080294	-0.04913480
-9.08953926	-0.10803550	0.03936888
-9.08820526	0.07080294	-0.04913480
-9.08687126	0.07080294	-0.04913480
-9.08553726	-0.10803550	0.03936888
-9.08420326	-0.10803550	-0.04913480
